year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",190,29,14.47,3.77,1.92,0,8.84,3,0,2297,975,447,147,0,728
2023,8,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",222,36,17.55,5.81,3.86,0,8.77,5,1,2089,769,546,153,0,621
2023,8,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",291,53,26.38,1,15.25,0,10.37,0,0,3703,2560,23,466,0,654
2023,8,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",110,33,17.79,0.76,6.4,0,8.05,6,0,3530,2599,85,405,0,441
2023,8,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",62,15,8.87,0.75,1.52,0,3.86,2,0,764,391,52,116,0,205
2023,8,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",198,37,16.5,4.13,6.92,0,9.46,7,0,2569,808,728,345,0,688
2023,8,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",275,55,26.25,6.64,7.46,0,14.64,3,1,4191,1671,623,505,0,1392
2023,8,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",706,143,70.96,5.07,33.69,0,33.27,13,1,13484,7736,1491,1637,0,2620
2023,8,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",90,18,10.61,0.11,2.49,0,4.78,3,0,997,476,26,93,0,402
2023,8,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",62,11,6.76,0.69,0.84,0,2.7,2,0,938,482,136,30,0,290
2023,8,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",390,85,49.84,6.44,16.16,0,12.56,4,0,6516,3810,1144,771,0,791
2023,8,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",137,30,15.68,2.35,6.6,0,5.37,0,0,1803,1033,208,272,0,290
2023,8,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",199,39,18.56,1.5,8.6,0,10.34,3,0,2856,1208,81,796,0,771
2023,8,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",439,120,66.56,5.75,22.91,0,24.79,16,1,7739,4565,435,1203,0,1536
2023,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2527,442,160.43,15.88,120.59,1,144.1,19,3,41797,21454,2364,5403,27,12549
2023,8,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",31,4,3,0,0.12,0,0.88,0,0,68,51,0,2,0,15
2023,8,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,6,3.6,0,0.84,0,1.56,0,0,212,149,0,26,0,37
2023,8,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1320,263,113.69,9.28,65.27,1,73.76,10,4,15916,7740,809,2724,48,4595
2023,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3348,610,252.91,28.97,147.87,1.38,178.88,29,3,48703,24768,3604,6509,120,13702
2023,8,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",168,27,6.96,2.71,6.41,0,10.93,4,2,2095,567,262,466,0,800
2023,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2164,368,138.08,22.12,81.4,2.49,123.91,42,7,28020,10486,1701,6227,97,9509
2023,8,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",62,3,2.61,0,0.39,0,0,0,0,81,68,0,13,0,0
2023,8,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",168,42,20.2,3.45,8.87,0,9.48,3,1,2188,971,205,413,0,599
2023,8,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",640,155,88.37,6.97,22.4,0,37.26,10,0,11540,7173,824,1055,0,2488
2023,8,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1723,398,157.36,14.8,134.67,0,91.17,12,8,25221,10291,1699,7313,0,5918
2023,8,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",89,10,6.53,0,1.23,0,2.24,0,0,527,314,0,43,0,170
2023,8,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",120,30,14.32,0.64,5.49,0,9.55,4,1,1861,1083,49,232,0,497
2023,8,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",420,93,43.82,4.24,15.87,0,29.07,9,2,6856,3485,503,750,0,2118
2023,8,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",840,214,76.11,7.03,83.74,0,47.12,6,7,14702,6604,325,4244,0,3529
2023,8,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",433,99,49.91,5.25,17.5,0,26.34,8,0,10393,6354,1258,753,0,2028
2023,8,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",124,23,4.88,2.1,10.59,0,5.43,3,0,1725,562,203,484,0,476
2023,8,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",33,8,7.79,0,0.21,0,0,3,0,556,552,0,4,0,0
2023,8,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",195,32,14.5,0,7.07,0,10.43,2,1,2030,997,0,265,0,768
2023,8,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula Montana",93,13,8.8,0,0.3,0,3.9,1,0,870,643,0,14,0,213
2023,8,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6471,948,333.82,30.4,171.29,2.03,410.46,48,7,81782,41152,2833,7655,90,30052
2023,8,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",566,118,59.51,8.17,21.67,0,28.65,5,3,9124,4560,935,1053,0,2576
2023,8,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",176,36,16.57,2.82,3.81,0,12.8,8,0,2516,1050,408,207,0,851
2023,8,DL,Delta Air Lines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",58,12,8.71,0.66,1.26,0,1.37,1,0,789,575,31,35,0,148
2023,8,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metro Oakland International",31,4,2.92,0,0,0,1.08,0,0,956,881,0,0,0,75
2023,8,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",93,14,5.25,1.88,2.35,0,4.52,1,2,771,225,106,86,0,354
2023,8,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",148,37,14.77,3.56,7.52,0,11.15,2,0,3002,1418,319,376,0,889
2023,8,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",179,47,17.48,2.32,10.02,0,17.18,2,0,4102,2346,238,327,0,1191
2023,8,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",239,59,27.65,2.44,15.21,0.76,12.95,5,0,4498,2242,223,455,37,1541
2023,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1040,265,117.03,8.57,69.43,0,69.97,16,9,19013,8913,762,3975,0,5363
2023,8,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",215,51,29.34,5.73,8.5,0,7.43,6,0,2903,1224,555,490,0,634
2023,8,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",554,140,53.29,3.9,45.35,0,37.46,10,0,9747,4130,382,2319,0,2916
2023,8,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",706,70,32.58,5.22,11.55,0,20.65,5,1,4097,2157,300,536,0,1104
2023,8,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",564,112,65.93,7.26,16.26,0,22.55,11,2,7848,4420,437,1137,0,1854
2023,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",864,158,74.48,8.75,33.6,0,41.18,10,3,10874,5001,932,1935,0,3006
2023,8,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",257,58,26.31,1.98,12.1,0,17.6,5,1,3061,1318,131,412,0,1200
2023,8,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",202,36,22.29,2.72,2.86,0,8.12,6,0,3406,1862,370,294,0,880
2023,8,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",31,10,6.92,0,1.28,0,1.8,0,0,546,421,0,36,0,89
2023,8,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",161,47,29.04,3.55,5.85,0,8.56,2,0,3904,2271,873,272,0,488
2023,8,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",152,26,9.23,2.78,11.39,0,2.59,1,0,2391,1517,168,485,0,221
2023,8,DL,Delta Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",31,10,7.77,0,0.11,0,2.13,0,0,537,362,0,5,0,170
2023,8,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",975,212,84.11,5.57,37.83,0,84.49,17,2,14295,6197,582,1421,0,6095
2023,8,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",207,59,34.44,5.19,7.57,0,11.79,5,0,3450,2125,379,310,0,636
2023,8,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",75,10,5.72,0,0,0,4.28,2,0,441,259,0,0,0,182
2023,8,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31,11,4,0,0.56,0,6.44,2,0,1689,864,0,25,0,800
2023,8,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",94,32,15.84,1.24,5.75,0,9.16,2,0,2721,1512,78,230,0,901
2023,8,DL,Delta Air Lines Inc.,RST,"Rochester, MN: Rochester International",31,8,4.21,0,1.24,0,2.55,0,0,324,153,0,21,0,150
2023,8,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",491,85,34.05,2.82,30.86,0,17.27,18,1,5579,2245,201,1657,0,1476
2023,8,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",843,186,85.8,5.08,53.28,0,41.85,13,6,11587,7049,325,2168,0,2045
2023,8,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",568,113,65.84,3.22,19.29,0,24.66,6,0,8801,6064,110,790,0,1837
2023,8,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",251,50,20.19,1.02,18.04,0,10.75,11,1,3172,1272,170,726,0,1004
2023,8,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",196,35,18.24,0.8,4.75,0,11.21,3,0,2563,1544,51,186,0,782
2023,8,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3201,391,149.62,16.7,79.87,0,144.81,29,4,36535,19341,1439,3245,0,12510
2023,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1243,226,103.02,8.17,55.89,0,58.93,15,0,13967,7440,1273,1837,0,3417
2023,8,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",89,16,5.85,1.32,6.66,0,2.16,2,0,655,279,44,219,0,113
2023,8,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",271,40,24.02,2.24,5.76,0,7.99,4,0,3765,2017,587,340,0,821
2023,8,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",272,57,27.07,2.17,18.19,0,9.57,0,1,4095,2421,86,616,0,972
